"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:12:28.0600791 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 124, Length: 1"
"7:12:28.0601530 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: True, Offset: 124, Length: 1, Fail Immediately: True"
"7:12:28.0601602 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 124, Length: 1"
"7:12:28.0601657 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True"
"7:12:28.0601717 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: True, Offset: 120, Length: 1, Fail Immediately: True"
"7:12:28.0601957 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,768,672, Length: 24"
"7:12:28.0602051 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,768,696, Length: 4,096"
"7:12:28.0602149 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 120, Length: 1"
"7:12:28.0602208 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 124, Length: 1"
"7:12:28.0602381 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: True, Offset: 124, Length: 1, Fail Immediately: True"
"7:12:28.0602393 PM","Explorer.EXE","4184","QueryOpen","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\IconCacheToDelete","FAST IO DISALLOWED",""
"7:12:28.0602434 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 124, Length: 1"
"7:12:28.0602485 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True"
"7:12:28.0602539 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: True, Offset: 120, Length: 1, Fail Immediately: True"
"7:12:28.0602810 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,772,792, Length: 24"
"7:12:28.0602816 PM","Explorer.EXE","4184","CreateFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\IconCacheToDelete","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"7:12:28.0602890 PM","svchost.exe","2772","WriteFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-wal","SUCCESS","Offset: 2,772,816, Length: 4,096"
"7:12:28.0602975 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 120, Length: 1"
"7:12:28.0603034 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 124, Length: 1"
"7:12:28.0603066 PM","Explorer.EXE","4184","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0603184 PM","Explorer.EXE","4184","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\ThumbnailCache","NAME NOT FOUND","Desired Access: Read"
"7:12:28.0603812 PM","Explorer.EXE","4184","CreateFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db","SUCCESS","Desired Access: Generic Read/Write, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:12:28.0603853 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: True, Offset: 124, Length: 1, Fail Immediately: True"
"7:12:28.0603986 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 124, Length: 1"
"7:12:28.0604051 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True"
"7:12:28.0605107 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 124, Length: 1"
"7:12:28.0606172 PM","Explorer.EXE","4184","SetStorageReservedIdInformation","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db","SUCCESS",""
"7:12:28.0606594 PM","Explorer.EXE","4184","QueryStandardInformationFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db","SUCCESS","AllocationSize: 32,768, EndOfFile: 29,232, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:12:28.0606684 PM","svchost.exe","2772","LockFile","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Exclusive: False, Offset: 124, Length: 1, Fail Immediately: True"
"7:12:28.0606832 PM","svchost.exe","2772","UnlockFileSingle","C:\Users\12220186\AppData\Local\ConnectedDevicesPlatform\L.12220186\ActivitiesCache.db-shm","SUCCESS","Offset: 124, Length: 1"
"7:12:28.0607291 PM","Explorer.EXE","4184","CreateFileMapping","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db","FILE LOCKED WITH WRITERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"7:12:28.0607429 PM","Explorer.EXE","4184","QueryStandardInformationFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db","SUCCESS","AllocationSize: 32,768, EndOfFile: 29,232, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:12:28.0607504 PM","Explorer.EXE","4184","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db","SUCCESS",""
"7:12:28.0607572 PM","Explorer.EXE","4184","CreateFileMapping","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db","SUCCESS","SyncType: SyncTypeOther"
"7:12:28.0607624 PM","Explorer.EXE","4184","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db","SUCCESS",""
"7:12:28.0609167 PM","Explorer.EXE","4184","QueryOpen","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","FAST IO DISALLOWED",""
"7:12:28.0609543 PM","Explorer.EXE","4184","CreateFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:12:28.0609701 PM","Explorer.EXE","4184","QueryBasicInformationFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS","CreationTime: 3/9/2026 3:55:55 PM, LastAccessTime: 3/9/2026 6:44:24 PM, LastWriteTime: 3/9/2026 3:55:55 PM, ChangeTime: 3/9/2026 3:55:55 PM, FileAttributes: ANCI"
"7:12:28.0609781 PM","Explorer.EXE","4184","CloseFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS",""
"7:12:28.0609937 PM","Explorer.EXE","4184","IRP_MJ_CLOSE","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS",""
"7:12:28.0610847 PM","Explorer.EXE","4184","CreateFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Open For Free Space Query, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened"
"7:12:28.0611082 PM","Explorer.EXE","4184","QuerySizeInformationVolume","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer","SUCCESS","TotalAllocationUnits: 20,801,075, AvailableAllocationUnits: 13,698,612, SectorsPerAllocationUnit: 8, BytesPerSector: 512"
"7:12:28.0611179 PM","Explorer.EXE","4184","CloseFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer","SUCCESS",""
"7:12:28.0611273 PM","Explorer.EXE","4184","IRP_MJ_CLOSE","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer","SUCCESS",""
"7:12:28.0611857 PM","Idle","0","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 12131.3906250 seconds, Private Bytes: 61,440, Working Set: 8,192"
"7:12:28.0611860 PM","System","4","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 60.3437500 seconds, Private Bytes: 200,704, Working Set: 155,648"
"7:12:28.0611981 PM","Registry","92","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.7343750 seconds, Private Bytes: 2,236,416, Working Set: 56,913,920"
"7:12:28.0614015 PM","Explorer.EXE","4184","QueryStandardInformationFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db","SUCCESS","AllocationSize: 32,768, EndOfFile: 29,232, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:12:28.0615088 PM","Explorer.EXE","4184","CreateFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS","Desired Access: Generic Read/Write, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"7:12:28.0615351 PM","Explorer.EXE","4184","SetStorageReservedIdInformation","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS",""
"7:12:28.0615442 PM","Explorer.EXE","4184","QueryStandardInformationFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS","AllocationSize: 1,048,576, EndOfFile: 1,048,576, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:12:28.0615538 PM","Explorer.EXE","4184","CreateFileMapping","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","FILE LOCKED WITH WRITERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"7:12:28.0615616 PM","Explorer.EXE","4184","QueryStandardInformationFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS","AllocationSize: 1,048,576, EndOfFile: 1,048,576, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:12:28.0615674 PM","Explorer.EXE","4184","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS",""
"7:12:28.0615742 PM","Explorer.EXE","4184","CreateFileMapping","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS","SyncType: SyncTypeOther"
"7:12:28.0615793 PM","Explorer.EXE","4184","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS",""
"7:12:28.0615849 PM","Explorer.EXE","4184","QueryStandardInformationFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS","AllocationSize: 1,048,576, EndOfFile: 1,048,576, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:12:28.0615901 PM","Explorer.EXE","4184","QueryStandardInformationFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS","AllocationSize: 1,048,576, EndOfFile: 1,048,576, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:12:28.0616427 PM","Explorer.EXE","4184","CloseFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS",""
"7:12:28.0616572 PM","Explorer.EXE","4184","IRP_MJ_CLOSE","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db","SUCCESS",""
"7:12:28.0616814 PM","Explorer.EXE","4184","QueryStandardInformationFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db","SUCCESS","AllocationSize: 32,768, EndOfFile: 29,232, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:12:28.0617202 PM","Explorer.EXE","4184","QueryStandardInformationFile","C:\Users\12220186\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db","SUCCESS","AllocationSize: 32,768, EndOfFile: 29,232, NumberOfLinks: 1, DeletePending: False, Directory: False"
"7:12:28.0631055 PM","Procmon64.exe","1132","Thread Create","","SUCCESS","Thread ID: 520"
"7:12:28.0632271 PM","Procmon64.exe","1132","Thread Create","","SUCCESS","Thread ID: 2404"
"7:12:28.0632596 PM","Procmon64.exe","1132","Thread Create","","SUCCESS","Thread ID: 2968"
"7:12:28.0632887 PM","Procmon64.exe","1132","Thread Create","","SUCCESS","Thread ID: 5416"
"7:12:28.0633130 PM","Procmon64.exe","1132","Thread Create","","SUCCESS","Thread ID: 7876"
"7:12:28.0633392 PM","Procmon64.exe","1132","Thread Create","","SUCCESS","Thread ID: 7736"
"7:12:28.0644763 PM","Procmon64.exe","1132","RegOpenKey","HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0","SUCCESS","Desired Access: Read"
"7:12:28.0664898 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0665129 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\Input\Settings","SUCCESS","Desired Access: Read"
"7:12:28.0665383 PM","ctfmon.exe","3980","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0665471 PM","ctfmon.exe","3980","RegOpenKey","HKCU\Software\Microsoft\Input\Settings","NAME NOT FOUND","Desired Access: Read"
"7:12:28.0665969 PM","ctfmon.exe","3980","RegQueryKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0666106 PM","ctfmon.exe","3980","RegOpenKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1","SUCCESS","Desired Access: Query Value"
"7:12:28.0666355 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1\IsUserAwareOfExpressiveInputShellHotKey","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:12:28.0666503 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1","SUCCESS",""
"7:12:28.0666594 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS",""
"7:12:28.0666682 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0666761 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\Input\Settings","SUCCESS","Desired Access: Read"
"7:12:28.0666868 PM","ctfmon.exe","3980","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0666945 PM","ctfmon.exe","3980","RegOpenKey","HKCU\Software\Microsoft\Input\Settings","NAME NOT FOUND","Desired Access: Read"
"7:12:28.0667066 PM","ctfmon.exe","3980","RegQueryKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0667161 PM","ctfmon.exe","3980","RegOpenKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1","SUCCESS","Desired Access: Query Value"
"7:12:28.0667264 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1\DisableExpressiveInputShellHotkey","NAME NOT FOUND","Length: 144"
"7:12:28.0667365 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\im_1","SUCCESS",""
"7:12:28.0667452 PM","ctfmon.exe","3980","RegQueryKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0667526 PM","ctfmon.exe","3980","RegOpenKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409","SUCCESS","Desired Access: Query Value"
"7:12:28.0667621 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409\DisableExpressiveInputShellHotkey","NAME NOT FOUND","Length: 144"
"7:12:28.0667703 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\loc_0409","SUCCESS",""
"7:12:28.0667853 PM","ctfmon.exe","3980","RegQueryKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0667930 PM","ctfmon.exe","3980","RegOpenKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1","SUCCESS","Desired Access: Query Value"
"7:12:28.0668023 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1\DisableExpressiveInputShellHotkey","NAME NOT FOUND","Length: 144"
"7:12:28.0668114 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings\proc_1","SUCCESS",""
"7:12:28.0668185 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Settings\DisableExpressiveInputShellHotkey","NAME NOT FOUND","Length: 144"
"7:12:28.0668281 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Settings","SUCCESS",""
"7:12:28.0668371 PM","ctfmon.exe","3980","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0668444 PM","ctfmon.exe","3980","RegOpenKey","HKCU\SOFTWARE\Microsoft\Input\Settings","NAME NOT FOUND","Desired Access: Query Value"
"7:12:28.0669528 PM","Explorer.EXE","4184","ReadFile","C:\Windows\System32\UIAnimation.dll","SUCCESS","Offset: 212,480, Length: 13,312, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"7:12:28.0670619 PM","ctfmon.exe","3980","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:12:28.0670789 PM","ctfmon.exe","3980","RegOpenKey","HKLM\Software\Microsoft\Input\Locales\loc_0409","SUCCESS","Desired Access: Read"
"7:12:28.0671001 PM","ctfmon.exe","3980","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\Locales\loc_0409\Processor","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:12:28.0671119 PM","ctfmon.exe","3980","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input\Locales\loc_0409","SUCCESS",""
"7:12:28.0672227 PM","ctfmon.exe","3980","QueryNameInformationFile","C:\Users\12220186\Downloads\ProcessMonitor\Procmon64.exe","SUCCESS","Name: \Users\12220186\Downloads\ProcessMonitor\Procmon64.exe"
"7:12:28.0673414 PM","ctfmon.exe","3980","ReadFile","C:\Windows\System32\CoreUIComponents.dll","SUCCESS","Offset: 2,660,352, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"7:12:28.0674529 PM","Procmon64.exe","1132","RegQueryValue","HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0\~MHz","SUCCESS","Type: REG_DWORD, Length: 4, Data: 3094"
"7:12:28.0674629 PM","Procmon64.exe","1132","RegCloseKey","HKLM\HARDWARE\DESCRIPTION\System\CentralProcessor\0","SUCCESS",""
"7:12:28.0674779 PM","Procmon64.exe","1132","RegOpenKey","HKLM\System\CurrentControlSet\Control\TimeZoneInformation","REPARSE","Desired Access: Read, Maximum Allowed"
"7:12:28.0674897 PM","Procmon64.exe","1132","RegOpenKey","HKLM\System\CurrentControlSet\Control\TimeZoneInformation","SUCCESS","Desired Access: Read, Maximum Allowed"
"7:12:28.0675194 PM","Procmon64.exe","1132","RegQueryValue","HKLM\System\CurrentControlSet\Control\TimeZoneInformation\Bias","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4294967176"
"7:12:28.0675268 PM","Procmon64.exe","1132","RegQueryValue","HKLM\System\CurrentControlSet\Control\TimeZoneInformation\StandardName","SUCCESS","Type: REG_SZ, Length: 52, Data: Middle East Standard Time"
"7:12:28.0675332 PM","Procmon64.exe","1132","RegQueryValue","HKLM\System\CurrentControlSet\Control\TimeZoneInformation\StandardBias","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"7:12:28.0675422 PM","Procmon64.exe","1132","RegQueryValue","HKLM\System\CurrentControlSet\Control\TimeZoneInformation\StandardStart","SUCCESS","Type: REG_BINARY, Length: 16, Data: 00 00 0A 00 05 00 17 00 3B 00 3B 00 E7 03 06 00"
"7:12:28.0675477 PM","Procmon64.exe","1132","RegQueryValue","HKLM\System\CurrentControlSet\Control\TimeZoneInformation\DaylightName","SUCCESS","Type: REG_SZ, Length: 52, Data: Middle East Daylight Time"
